Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,sprite_size,sprite_perimeter,sprite_perimeter_to_size_ratio,sprite_red_mean,sprite_green_mean,sprite_blue_mean,sprite_brightness_mean,sprite_red_sd,sprite_green_sd,sprite_blue_sd,sprite_brightness_sd,sprite_overflow_vertical,sprite_overflow_horizontal
325,267,Beautifly,Papinella,アゲハント (Agehunt),3,Normal,Butterfly Pokémon,2,Bug,Flying,1.0,28.4,2,Swarm,,Rivalry,395,60,70,50,100,50,65,45,50,178,Medium Fast,1,Bug,,50.0,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,309,106.0,0.343042071197411,0.47207310108509426,0.45115806840535577,0.41935401992512217,0.4475283964718573,0.29252488320847103,0.24953871640750339,0.26631600194703936,0.24306854833100341,0.0,0.0
326,268,Cascoon,Panekon,マユルド (Mayuld),3,Normal,Cocoon Pokémon,1,Bug,,0.7,11.5,1,Shed Skin,,,205,50,35,55,25,25,15,120,50,72,Medium Fast,1,Bug,,50.0,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,245,64.0,0.2612244897959184,0.6305242096838735,0.5397999199679872,0.6744777911164466,0.6149339735894359,0.29449563916085203,0.25173004941671273,0.33495591560240157,0.28944409926757675,0.0,0.0
327,269,Dustox,Pudox,ドクケイル (Dokucale),3,Normal,Poison Moth Pokémon,2,Bug,Poison,1.2,31.6,2,Shield Dust,,Compound Eyes,385,60,50,70,50,90,65,45,50,173,Medium Fast,1,Bug,,50.0,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,331,74.0,0.22356495468277945,0.5186778034476631,0.4552692376044073,0.35493157988270835,0.4429595403115929,0.2650438406213982,0.2286054521963119,0.20687785378100085,0.1846816697163047,0.0,0.0
328,270,Lotad,Loturzel,ハスボー (Hassboh),3,Normal,Water Weed Pokémon,2,Water,Grass,0.5,2.6,3,Swift Swim,Rain Dish,Own Tempo,220,40,30,30,40,50,30,255,50,44,Medium Slow,2,Grass,Water 1,50.0,15,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,186,49.0,0.26344086021505375,0.30250896057347676,0.4728020240354206,0.3267552182163188,0.3673554009417387,0.240009047492308,0.3353080777026172,0.23462563081891435,0.25487663864146,0.0,0.0
329,271,Lombre,Lombrero,ハスブレロ (Hasubrero),3,Normal,Jolly Pokémon,2,Water,Grass,1.2,32.5,3,Swift Swim,Rain Dish,Own Tempo,340,60,50,50,60,70,50,120,50,119,Medium Slow,2,Grass,Water 1,50.0,15,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,274,75.0,0.2737226277372263,0.30145985401459857,0.4234292257048805,0.2417203377701445,0.3222031391632079,0.2482410222700292,0.3440465019884907,0.1956929415056059,0.25014718704476696,0.0,0.0
330,272,Ludicolo,Kappalores,ルンパッパ (Runpappa),3,Normal,Carefree Pokémon,2,Water,Grass,1.5,55.0,3,Swift Swim,Rain Dish,Own Tempo,480,80,70,70,90,100,70,45,50,216,Medium Slow,2,Grass,Water 1,50.0,15,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,829,125.0,0.15078407720144751,0.5327751365926348,0.5699236027342179,0.3723030346034674,0.49166725797677335,0.30210463665029846,0.3286433320818849,0.19194492353704815,0.2663837116791017,0.0,0.0
331,273,Seedot,Samurzel,タネボー (Taneboh),3,Normal,Acorn Pokémon,1,Grass,,0.5,4.0,3,Chlorophyll,Early Bird,Pickpocket,220,40,40,50,30,30,30,255,50,44,Medium Slow,2,Field,Grass,50.0,15,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,183,44.0,0.24043715846994534,0.3687345976642024,0.33712632594021213,0.27716704168006,0.32767598842815815,0.30511307014630623,0.27126827515115703,0.1998842014477512,0.2549269664558234,0.0,0.0
332,274,Nuzleaf,Blanas,コノハナ (Konohana),3,Normal,Wily Pokémon,2,Grass,Dark,1.0,28.0,3,Chlorophyll,Early Bird,Pickpocket,340,70,70,40,60,40,60,120,50,119,Medium Slow,2,Field,Grass,50.0,15,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,227,61.0,0.2687224669603524,0.46215772652673404,0.41629092165500564,0.3256456767729119,0.40136477498488377,0.34584194552890785,0.3098311025482607,0.23271842416679864,0.29099093428586953,0.0,0.0
333,275,Shiftry,Tengulist,ダーテング (Dirteng),3,Normal,Wicked Pokémon,2,Grass,Dark,1.3,59.6,3,Chlorophyll,Early Bird,Pickpocket,480,90,100,60,90,60,80,45,50,216,Medium Slow,2,Field,Grass,50.0,15,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,742,139.0,0.18733153638814015,0.48036044606521855,0.4716399767454152,0.4415464298927118,0.46451561756778176,0.32103572329393987,0.3212581896869602,0.32352247363131365,0.3147882838019241,0.03571428571428571,0.0
334,276,Taillow,Schwalbini,スバメ (Subame),3,Normal,TinySwallow Pokémon,2,Normal,Flying,0.3,2.3,2,Guts,,Scrappy,270,40,55,30,30,30,85,200,50,54,Medium Slow,1,Flying,,50.0,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,162,52.0,0.32098765432098764,0.46860324376664253,0.4003389009924958,0.48150568869523125,0.4501492778181232,0.3069877570587429,0.2425381280982064,0.28651207935610135,0.24474048019554528,0.0,0.0
335,277,Swellow,Schwalboss,オオスバメ (Ohsubame),3,Normal,Swallow Pokémon,2,Normal,Flying,0.7,19.8,2,Guts,,Scrappy,455,60,85,60,75,50,125,45,50,159,Medium Slow,1,Flying,,50.0,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,270,83.0,0.3074074074074074,0.4492374727668846,0.3574146695715323,0.46660856935366746,0.4244202372306948,0.2855663854326707,0.1882998333821152,0.2606615860238192,0.21011654400285557,0.0,0.0
336,278,Wingull,Wingull,キャモメ (Camome),3,Normal,Seagull Pokémon,2,Water,Flying,0.6,9.5,3,Keen Eye,Hydration,Rain Dish,270,40,30,30,55,30,85,190,50,54,Medium Fast,2,Flying,Water 1,50.0,20,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,186,68.0,0.3655913978494624,0.512460468058191,0.5194602572211681,0.5339658444022771,0.5219621898938787,0.4305211390722047,0.43001975184689945,0.44984108959746477,0.4308024986057357,0.0,0.0
337,279,Pelipper,Pelipper,ペリッパー (Pelipper),3,Normal,Water Bird Pokémon,2,Water,Flying,1.2,28.0,3,Keen Eye,Drizzle,Rain Dish,440,60,50,100,95,70,65,45,50,154,Medium Fast,2,Flying,Water 1,50.0,20,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,531,103.0,0.19397363465160075,0.5852294966950997,0.6000369262582622,0.41560503674162697,0.5336238198983296,0.4059609177545604,0.3630607382222103,0.3215442539416943,0.32121561167903034,0.03571428571428571,0.0
338,280,Ralts,Trasla,ラルトス (Ralts),3,Normal,Feeling Pokémon,2,Psychic,Fairy,0.4,6.6,3,Synchronize,Trace,Telepathy,198,28,25,25,45,35,40,235,35,40,Slow,2,Amorphous,Human-Like,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,160,47.0,0.29375,0.43995098039215697,0.5060049019607844,0.37867647058823534,0.44154411764705886,0.3290086198765846,0.370813662600508,0.29584775051374756,0.31511079876075765,0.0,0.0
339,281,Kirlia,Kirlia,キルリア (Kirlia),3,Normal,Emotion Pokémon,2,Psychic,Fairy,0.8,20.2,3,Synchronize,Trace,Telepathy,278,38,35,35,65,55,50,120,35,97,Slow,2,Amorphous,Human-Like,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,268,70.0,0.26119402985074625,0.4136669593210419,0.49342990927714375,0.3706467661691542,0.4259145449224466,0.32436071844123093,0.36617553581391876,0.2969748005525116,0.3147811997548246,0.0,0.0
340,282,Gardevoir,Guardevoir,サーナイト (Sirnight),3,Normal,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,3,Synchronize,Trace,Telepathy,518,68,65,65,125,115,80,45,35,259,Slow,2,Amorphous,Human-Like,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,576,119.0,0.2065972222222222,0.470145697167756,0.5844090413943355,0.525006808278867,0.526520515613653,0.33199975389062203,0.3625414424085083,0.34904409568478256,0.34225057552552124,0.0,0.0
341,282,Mega Gardevoir,Guardevoir,サーナイト (Sirnight),3,Normal,Embrace Pokémon,2,Psychic,Fairy,1.6,48.4,1,Pixilate,,,618,68,85,65,165,135,100,45,35,278,Slow,1,Amorphous,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,384,78.0,0.203125,0.5384803921568627,0.5738051470588236,0.518719362745098,0.5436683006535947,0.28928024232438815,0.2963742139169747,0.28937781327769746,0.2827347553174499,0.0,0.0
342,283,Surskit,Gehweiher,アメタマ (Ametama),3,Normal,Pond Skater Pokémon,2,Bug,Water,0.5,1.7,2,Swift Swim,,Rain Dish,269,40,30,32,50,52,65,200,50,54,Medium Fast,2,Bug,Water 1,50.0,15,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,160,63.0,0.39375,0.43821078431372545,0.48397058823529415,0.5028921568627451,0.4750245098039215,0.27605386716525726,0.2780487523945921,0.3339603351876717,0.2639460205208504,0.0,0.0
343,284,Masquerain,Maskeregen,アメモース (Amemoth),3,Normal,Eyeball Pokémon,2,Bug,Flying,0.8,3.6,2,Intimidate,,Unnerve,454,70,60,62,100,82,80,75,50,159,Medium Fast,2,Bug,Water 1,50.0,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,301,98.0,0.32558139534883723,0.5890430590840988,0.5282913165266105,0.5287733698130415,0.548702581807917,0.33644701994798365,0.32836063132640403,0.35599422302742484,0.31372065239649904,0.0,0.0
344,285,Shroomish,Knilz,キノココ (Kinococo),3,Normal,Mushroom Pokémon,1,Grass,,0.4,4.5,3,Effect Spore,Poison Heal,Quick Feet,295,60,40,60,40,60,35,255,50,59,Fluctuating,2,Fairy,Grass,50.0,15,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,169,38.0,0.22485207100591717,0.5796496113238195,0.5690683373941292,0.39081099895579535,0.5131763158912481,0.3118487112031423,0.25940805710919296,0.13557760375455566,0.22661017675083475,0.0,0.0
345,286,Breloom,Kapilz,キノガッサ (Kinogassa),3,Normal,Mushroom Pokémon,2,Grass,Fighting,1.2,39.2,3,Effect Spore,Poison Heal,Technician,460,60,130,80,60,60,70,90,50,161,Fluctuating,2,Fairy,Grass,50.0,15,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,325,93.0,0.28615384615384615,0.4382141779788839,0.4812428355957768,0.3346726998491705,0.41804323780794367,0.2625504155335969,0.2642917900161174,0.14205842982823644,0.20578909708585394,0.0,0.0
346,287,Slakoth,Bummelz,ナマケロ (Namakero),3,Normal,Slacker Pokémon,1,Normal,,0.8,24.0,1,Truant,,,280,60,60,60,35,35,30,255,50,56,Slow,1,Field,,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,251,65.0,0.2589641434262948,0.6153269275837826,0.526130771033513,0.4574642606046403,0.5329739864073121,0.307552431774051,0.2684316322173452,0.22666666729128188,0.2618019499116034,0.0,0.0
347,288,Vigoroth,Muntier,ヤルキモノ (Yarukimono),3,Normal,Wild Monkey Pokémon,1,Normal,,1.4,46.5,1,Vital Spirit,,,440,80,80,80,55,55,90,120,50,154,Slow,1,Field,,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,305,84.0,0.2754098360655738,0.6050916104146576,0.5554612664738027,0.555538412086146,0.572030429658202,0.3268031169978328,0.3259964419374643,0.32311349058875916,0.3185011615243113,0.0,0.0
348,289,Slaking,Letarking,ケッキング (Kekking),3,Normal,Lazy Pokémon,1,Normal,,2.0,130.5,1,Truant,,,670,150,160,100,95,65,100,45,50,285,Slow,1,Field,,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,468,77.0,0.16452991452991453,0.6280878163231105,0.5478381096028155,0.5074325456678398,0.5611194905312552,0.2882713551828858,0.2542946006492458,0.23186398922835394,0.25231294467429355,0.0,0.0
349,290,Nincada,Nincada,ツチニン (Tutinin),3,Normal,Trainee Pokémon,2,Bug,Ground,0.5,5.5,2,Compound Eyes,,Run Away,266,31,45,90,30,30,40,255,50,53,Erratic,1,Bug,,50.0,15,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,59.0,0.295,0.46984313725490195,0.4768627450980392,0.4516078431372549,0.46610457516339865,0.38087464650138986,0.3878697030890586,0.3772439850036754,0.3799715688004462,0.0,0.0
350,291,Ninjask,Ninjask,テッカニン (Tekkanin),3,Normal,Ninja Pokémon,2,Bug,Flying,0.8,12.0,2,Speed Boost,,Infiltrator,456,61,90,45,50,50,160,120,50,160,Erratic,1,Bug,,50.0,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,472,104.0,0.22033898305084745,0.48909936856098374,0.4386922565636424,0.37976071784646065,0.4358507809903623,0.33973152402178036,0.3090157546947789,0.2817079429666236,0.29633291391386046,0.0,0.0
351,292,Shedinja,Ninjatom,ヌケニン (Nukenin),3,Normal,Shed Pokémon,2,Bug,Ghost,0.8,1.2,1,Wonder Guard,,,236,1,90,45,30,30,40,45,50,83,Erratic,1,Mineral,,,15,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,439,110.0,0.2505694760820046,0.4925543793827326,0.44705882352941173,0.3056054312385547,0.41507287805023296,0.3540352192622696,0.32278209171640254,0.23828409861330627,0.2981197407466811,0.0,0.0
352,293,Whismur,Flurmel,ゴニョニョ (Gonyonyo),3,Normal,Whisper Pokémon,1,Normal,,0.6,16.3,2,Soundproof,,Rattled,240,64,51,23,51,23,28,190,50,48,Medium Slow,2,Field,Monster,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,174,43.0,0.2471264367816092,0.6562542258282623,0.5563894523326571,0.54158215010142,0.5847419427541132,0.31981542865139007,0.2579061308028982,0.28773483403101596,0.2680061460522414,0.0,0.0
353,294,Loudred,Krakeelo,ドゴーム (Dogohmb),3,Normal,Big Voice Pokémon,1,Normal,,1.0,40.5,2,Soundproof,,Scrappy,360,84,71,43,71,43,48,120,50,126,Medium Slow,2,Field,Monster,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,317,74.0,0.2334384858044164,0.5589410527617987,0.4939815673903631,0.5574812890455868,0.5368013030659162,0.28388047565107094,0.24745276919288176,0.31696172985916654,0.2504433577576773,0.0,0.0
354,295,Exploud,Krawumms,バクオング (Bakuong),3,Normal,Loud Noise Pokémon,1,Normal,,1.5,84.0,2,Soundproof,,Scrappy,490,104,91,63,91,73,68,45,50,221,Medium Slow,2,Field,Monster,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,446,89.0,0.19955156950672645,0.5358832322166535,0.481385738151763,0.5705354787654972,0.5292681497113045,0.25833810281502373,0.22647264329108457,0.3173920436021633,0.23486765394895617,0.0,0.0
355,296,Makuhita,Makuhita,マクノシタ (Makunoshita),3,Normal,Guts Pokémon,1,Fighting,,1.0,86.4,3,Thick Fat,Guts,Sheer Force,237,72,60,30,20,30,25,180,50,47,Fluctuating,1,Human-Like,,75.0,20,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,204,51.0,0.25,0.5865436370626682,0.5298731257208766,0.3439830834294502,0.48679994873766497,0.33294253492147025,0.29571897493592797,0.13935600300810905,0.2382380064566175,0.0,0.0
356,297,Hariyama,Hariyama,ハリテヤマ (Hariteyama),3,Normal,Arm Thrust Pokémon,1,Fighting,,2.3,253.8,3,Thick Fat,Guts,Sheer Force,474,144,120,60,40,60,50,200,50,166,Fluctuating,1,Human-Like,,75.0,20,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,353,65.0,0.18413597733711048,0.604299283452758,0.48710770427151034,0.39045714603121706,0.4939547112518284,0.32343234100206875,0.24049149399973305,0.17198261421321312,0.22173598161570157,0.0,0.0
357,298,Azurill,Azurill,ルリリ (Ruriri),3,Normal,Polka Dot Pokémon,2,Normal,Fairy,0.2,2.0,3,Thick Fat,Huge Power,Sap Sipper,190,50,20,40,20,40,20,150,50,38,Fast,1,Undiscovered,,25.0,10,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,179,58.0,0.3240223463687151,0.3751999123671815,0.47028152042940086,0.5965165954650017,0.48066600942052795,0.18145472032702076,0.24474868826387092,0.34858249502898303,0.2456926008688729,0.0,0.0
358,299,Nosepass,Nasgnet,ノズパス (Nosepass),3,Normal,Compass Pokémon,1,Rock,,1.0,97.0,3,Sturdy,Magnet Pull,Sand Force,375,30,45,135,45,90,30,255,50,75,Medium Fast,1,Mineral,,50.0,20,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,206,45.0,0.21844660194174756,0.40679611650485437,0.42478583666476294,0.5324957167332952,0.45469255663430425,0.18065812661135933,0.18219020767159705,0.2834723829519397,0.19929830228966783,0.0,0.0
359,300,Skitty,Eneco,エネコ (Eneco),3,Normal,Kitten Pokémon,1,Normal,,0.6,11.0,3,Cute Charm,Normalize,Wonder Skin,260,50,45,45,35,35,50,255,50,52,Fast,2,Fairy,Field,25.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,230,62.0,0.26956521739130435,0.6345268542199488,0.5025916453537939,0.4185848252344416,0.5185677749360613,0.35369174673154447,0.27012167392734726,0.18591392349662256,0.2567861215109524,0.0,0.0
360,301,Delcatty,Enekoro,エネコロロ (Enekororo),3,Normal,Prim Pokémon,1,Normal,,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,400,70,65,65,55,55,90,60,50,140,Fast,2,Fairy,Field,25.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,262,83.0,0.31679389312977096,0.48786109863792854,0.3948061667415058,0.4456219128872923,0.44276305942224214,0.2686033718701104,0.20638009748542643,0.2593609991943574,0.22711156454084794,0.0,0.0
361,302,Sableye,Zobiris,ヤミラミ (Yamirami),3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,11.0,3,Keen Eye,Stall,Prankster,380,50,75,75,65,65,50,45,35,133,Medium Slow,1,Human-Like,,50.0,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,454,118.0,0.2599118942731278,0.3826898160145116,0.36201088364861367,0.5031528029714089,0.4159511675448447,0.25943688267634346,0.24025700862233323,0.35272833662158803,0.2803805714581082,0.0,0.0
362,302,Mega Sableye,Zobiris,ヤミラミ (Yamirami),3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,161.0,1,Magic Bounce,,,480,50,85,125,85,115,20,45,35,168,Medium Slow,1,Human-Like,,50.0,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,420,89.0,0.2119047619047619,0.5873762838468721,0.2936041083099907,0.42830999066293196,0.4364301276065982,0.2754258324099495,0.1636634789356132,0.2295681948590569,0.1792350449192411,0.0,0.0
363,303,Mawile,Flunkifer,クチート (Kucheat),3,Normal,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380,50,85,85,55,55,50,45,50,133,Fast,2,Fairy,Field,50.0,20,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,534,117.0,0.21910112359550563,0.465675258867592,0.4143570536828963,0.34987882793566866,0.40997038016205234,0.33141023778856166,0.28325537581310134,0.22212383930171561,0.2735613262577112,0.0,0.0
364,303,Mega Mawile,Flunkifer,クチート (Kucheat),3,Normal,Deceiver Pokémon,2,Steel,Fairy,1.0,23.5,1,Huge Power,,,480,50,105,125,55,95,50,45,50,168,Fast,2,Fairy,Field,50.0,20,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,445,103.0,0.23146067415730337,0.43025335977087464,0.410345891165455,0.39991187486230445,0.4135037085995447,0.23312851949569605,0.20153798282486346,0.15446949094936585,0.18120448959214042,0.0,0.0
365,304,Aron,Stollunior,ココドラ (Cokodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.4,60.0,3,Sturdy,Rock Head,Heavy Metal,330,50,70,100,40,40,30,180,35,66,Slow,1,Monster,,50.0,35,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,145,39.0,0.2689655172413793,0.4990128465179176,0.5259770114942529,0.536605814739689,0.5205318909172865,0.27429046816865593,0.28001279613437585,0.289334104879645,0.276218978938692,0.0,0.0
366,305,Lairon,Stollrak,コドラ (Kodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.9,120.0,3,Sturdy,Rock Head,Heavy Metal,430,60,90,140,50,50,40,90,35,151,Slow,1,Monster,,50.0,35,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,278,56.0,0.2014388489208633,0.5325574834250247,0.5469882917195655,0.5509239667089858,0.5434899139511921,0.2871722492919626,0.2901287232276328,0.2928637816574889,0.287999684123977,0.0,0.0
367,306,Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,2.1,360.0,3,Sturdy,Rock Head,Heavy Metal,530,70,110,180,60,60,50,45,35,239,Slow,1,Monster,,50.0,35,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,450,100.0,0.2222222222222222,0.48117647058823526,0.4881917211328976,0.49032679738562085,0.4865649963689179,0.2791643058157522,0.2830625580829058,0.2855048297621357,0.28159815855329084,0.0,0.0
368,306,Mega Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Iron Armor Pokémon,1,Steel,,2.2,395.0,1,Filter,,,630,70,140,230,60,80,50,45,35,284,Slow,1,Monster,,50.0,35,0.5,1.5,1.0,1.0,0.5,0.5,1.5,0.0,1.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,500,100.0,0.2,0.533043137254902,0.5353490196078432,0.531372549019608,0.5332549019607843,0.30062501914784034,0.3002271036848689,0.2982591036118613,0.29887003909580373,0.0,0.0
369,307,Meditite,Meditie,アサナン (Asanan),3,Normal,Meditate Pokémon,2,Fighting,Psychic,0.6,11.2,2,Pure Power,,Telepathy,280,30,40,55,40,55,60,180,50,56,Medium Fast,1,Human-Like,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,222,53.0,0.23873873873873874,0.4897897897897898,0.5188129305776366,0.5584349054937291,0.5223458752870518,0.27200979054229807,0.2563231856694429,0.2756304025668299,0.2560766533747332,0.0,0.0
370,308,Medicham,Meditalis,チャーレム (Charem),3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,2,Pure Power,,Telepathy,410,60,60,75,60,75,80,90,50,144,Medium Fast,1,Human-Like,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,224,70.0,0.3125,0.5777135854341736,0.41745448179271716,0.4108718487394958,0.46867997198879546,0.3127480062226721,0.2232275130644463,0.22015696845956187,0.22763318211782732,0.0,0.0
371,308,Mega Medicham,Meditalis,チャーレム (Charem),3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,1,Pure Power,,,510,60,100,85,80,85,100,90,50,179,Medium Fast,1,Human-Like,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,385,125.0,0.3246753246753247,0.5762770562770563,0.5295339954163485,0.5103743315508021,0.5387284610814023,0.26824366773903685,0.25155425433111483,0.26106963868558336,0.24620754236503486,0.0,0.0
